,localisation,prix_annonce,date_pub,m2,pieces,chambres,lien,text_annonce,floatm2,eta,Loyer estimé,Prix/m2
121,2,595000,2018-01-24,50,3.0,2.0,http://www.explorimmo.com/annonce-14993419.html,"** OPERA / QUATRE-SEPTEMBRE ** Rue de la Michodière. Au 4ème étage avec ascenseur, nous vous proposons cet agréable appartement 3...",50.0,4.0,2554.0,11900.0
122,2,1099000,2018-01-23,106,5.0,3.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/14977093/,"Equinimo, les commissions les plus faibles du marché, vous propose cet appartement de 106m² au 3ème étage d'un immeuble bien tenu de...",106.0,3.0,5000.0,10367.924528301886
123,2,466400,2018-01-23,"39,03",2.0,1.0,http://www.explorimmo.com/annonce-14974331.html,"PARIS 2ème - OPERA/ 4 SEPTEMBRE - LIGNE DIRECTE 01 40 20 93 95 - Dans un bel immeuble sur une rue calme, à deux pas de l'Avenue de...",39.03,1.0,1580.0,11949.782218806045
124,2,250000,2018-01-22,"22,13",1.0,0.0,http://www.explorimmo.com/annonce-14641159.html,"Paris 2ème métro Bourse, proche quatier Montorgueil, studio au 2ème étage avec Ascenseur, comprenant : un séjour avec coin cuisine,...",22.13,2.0,1150.0,11296.882060551288
125,2,424000,2018-01-22,43,1.0,1.0,http://www.explorimmo.com/annonce-14969573.html,"EN EXCLUSIVITE, rue Saint Joseph, entre Bourse et Sentier, charmant appartement en bon état situé au 5ème et dernier étage sans ascenseur...",43.0,4.0,1450.0,9860.46511627907
126,2,267500,2018-01-21,"22,62",1.0,0.0,http://www.explorimmo.com/annonce-14953579.html,"PARIS 2EME - RUE BEAUREGARD - A proximité des GRANDS BOULEVARDS - LIGNE DIRECTE 01 44 88 68 68 - En étage élevé, avec vue dégagée,...",22.62,4.0,920.0,11825.817860300618
127,2,317000,2018-01-20,24,1.0,1.0,http://www.explorimmo.com/annonce-14306645.html,"MONTORGUEIL/SENTIER Ce studio vous séduira par sa belle hauteur sous plafond 3,28m , son plan optimisé et son calme. A deux pas de...",24.0,4.0,821.0,13208.333333333334
128,2,525000,2018-01-18 00:00:00,56,3.0,2.0,http://www.explorimmo.com/annonce-14918187.html,"Rue Saint Denis. Immeuble ancien très bien entretenu. Au 2ème étage sur cour et rue. Il se compose d'une entrée, une cuisine américaine...",56.0,2.0,2500.0,9375.0
129,2,1312000,2018-01-18 00:00:00,98,5.0,2.0,http://www.explorimmo.com/annonce-14915099.html,"Paris IIème rue Vivienne, Palais-Royal Le cabinet Safar administrateur de bien pour le compte de 650 immeubles à Paris et sa proche...",98.0,3.0,3700.0,13387.755102040815
130,2,945000,2018-01-18 00:00:00,78,3.0,2.0,http://www.explorimmo.com/annonce-14912039.html,Paris IIè quartier central et animé proche de la Gaité lyrique. Nous vous proposons en Exclusivité un appartement au dernier étage...,78.0,4.0,2300.0,12115.384615384615
131,2,599000,2018-01-18 00:00:00,48,3.0,2.0,http://www.explorimmo.com/annonce-13326777.html,"PARIS II - OPERA (Place Gaillon) Dans un bel immeuble en pierre de taille, bel appartement composé de 3 pièces, dont deux chambres,...",48.0,2.0,1300.0,12479.166666666666
132,2,390000,2018-01-18 00:00:00,35,1.0,0.0,http://www.explorimmo.com/annonce-14765987.html,"SENTIER / MONTORGUEIL. Dans un immeuble ancien bien tenu. Situé au 6ème et dernier étage. Grand studio traversant de 35m² (dont 33,50m²...",35.0,6.0,1150.0,11142.857142857143
133,2,362000,2018-01-17 00:00:00,31,1.0,0.0,http://www.explorimmo.com/annonce-14901405.html,"Rue Saint Sauveur. Au 3ème étage, appartement de type studio/2 pièces, très bien aménagé et en parfait état. Il se compose d'une pièce...",31.0,3.0,1371.0,11677.41935483871
134,2,990000,2018-01-17 00:00:00,69,3.0,2.0,http://www.explorimmo.com/annonce-14664727.html,"Montorgueil/Marie Stuart 2ème. Ligne directe 01 53 00 98 98. Au 5ème étage avec ascenseur d'une copropriété très recherchée, avec gardienne:...",69.0,5.0,3000.0,14347.826086956522
135,2,1690000,2018-01-17 00:00:00,"121,03",4.0,2.0,http://www.explorimmo.com/annonce-14896855.html,"PARIS 2ème - RICHELIEU DROUOT / BOURSE - Ligne directe 01 40 20 93 95 - A deux pas de l'Opéra Comique, au 3ème étage avec ascenseur...",121.03,3.0,6000.0,13963.480128893663
136,2,1690000,2018-01-17 00:00:00,"121,3",4.0,2.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/14503683/,"Au troisième étage d'un immeuble en pierre de taille de bon standing avec ascenseur, ce très élégant appartement de 122 m² a conservé...",121.3,3.0,6000.0,13932.39901071723
137,2,425000,2018-01-17 00:00:00,35,2.0,1.0,http://www.explorimmo.com/annonce-13415219.html,"PARIS 2ème MONTORGUEIL, Rue Tiquetonne. Au 1er étage d'un immeuble ancien, nous vous proposons ce deux pièces de 35 m². Petite entrée,...",35.0,1.0,1650.0,12142.857142857143
138,2,1200000,2018-01-16 00:00:00,76,3.0,2.0,http://www.explorimmo.com/annonce-14888523.html,Au coeur du quartier Montorgueil. Dans un bel immeuble des années 30 très bien entretenu. Appartement au 3ème étage avec ascenseur....,76.0,3.0,2500.0,15789.473684210527
139,2,540000,2018-01-16 00:00:00,33,2.0,1.0,http://www.explorimmo.com/annonce-14888397.html,Au coeur du quartier Montorgueil. Dans un bel immeuble des année 30 très bien entretenu. Appartement au 6ème étage avec ascenseur....,33.0,6.0,2500.0,16363.636363636364
140,2,978000,2018-01-16 00:00:00,77,3.0,2.0,http://www.explorimmo.com/annonce-14887329.html,"Situé dans un bel immeuble en pierre de taille de la fin du XIXème dans le haut du quartier Montorgueil, au 3ème étage avec ascenseur,...",77.0,3.0,2500.0,12701.298701298701
141,2,1130000,2018-01-16 00:00:00,"127,05",5.0,3.0,http://www.explorimmo.com/annonce-14343045.html,"Paris 2ème - MONTORGUEIL / SAINT-DENIS. Rare! Aux 3ème et 4ème étages d'un immeuble ancien, charmant appartement familial esprit loft...",127.05,3.0,3900.0,8894.13616686344
142,2,415000,2018-01-15 00:00:00,37,2.0,1.0,http://www.explorimmo.com/annonce-14848659.html,"Paris 2ème, Galerie Saint-Marc, au 1er étage d'un immeuble pierre de Paris, très bel appartement composé d'une cuisine ouverte sur...",37.0,1.0,1650.0,11216.216216216217
143,2,777540,2018-01-13 00:00:00,66,3.0,2.0,http://www.explorimmo.com/annonce-14828335.html,"Magnifique 3 pièces de 66m², quartier Montorgueil / Saint-Denis. Refait à neuf par architecte. Appartement contemporain se composant...",66.0,2.0,2350.0,11780.90909090909
144,2,375000,2018-01-12 00:00:00,"34,6",2.0,1.0,http://www.explorimmo.com/annonce-14796437.html,"PARIS 75002 - SENTIER - LIGNE DIRECTE 01 40 20 93 95 - Au 1er étage d'un immeuble ancien, 2 pièces en parfait état comprenant entrée,...",34.6,1.0,1790.0,10838.150289017341
145,2,1690000,2018-01-11 00:00:00,"149,27",6.0,4.0,http://www.explorimmo.com/annonce-11964158.html,PARIS 75002 - PALAIS ROYAL - CHOISEUL - LIGNE DIRECTE 01 40 20 93 95 Magnifique emplacement ! Superbe appartement familial au 4ème...,149.27,4.0,7500.0,11321.7659275139
147,2,1210000,2018-01-10 00:00:00,"111,1",5.0,3.0,http://www.explorimmo.com/annonce-14799939.html,"Paris 2ème - Près Square Louvois - Appartement familial de 4 pièces principales - 111,10 m² loi Carrez - 3 chambres dont 2 petites...",111.1,1.0,3430.0,10891.089108910892
148,2,2500000,2018-01-10 00:00:00,86,2.0,1.0,http://www.explorimmo.com/annonce-14797481.html,Paris 2ème / Rue de la Paix / Place Vendôme - appartement 86 m² - 4ème étage - 1 chambre. Au coeur des ateliers d'horlogerie de la...,86.0,4.0,4500.0,29069.767441860466
149,2,699000,2018-01-10 00:00:00,54,2.0,1.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/14797551/,"Rue Saint-Sauveur, superbe appartement de 54m2 au 2e étage d'un immeuble XIXème siècle, en parfait état et offrant de beaux volumes....",54.0,2.0,2590.0,12944.444444444445
150,2,352000,2018-01-07 00:00:00,28,1.0,1.0,http://www.explorimmo.com/annonce-14766781.html,"Au coeur du quartier Montorgueil, situé au 5ème étage, studio en parfait état de 28m² loi carrez comprenant: Une pièce à vivre avec...",28.0,5.0,1150.0,12571.42857142857
151,2,2100000,2018-01-05 00:00:00,196,6.0,4.0,http://www.explorimmo.com/annonce-14747137.html,"Dans un immeuble de charme du 17ème siècle, à l'étage noble, un appartement de réception avec 3,40m de hauteur sous plafond, composé...",196.0,1.0,5403.0,10714.285714285714
153,2,439000,2018-01-03 00:00:00,"40,7",1.0,0.0,http://www.explorimmo.com/annonce-14723107.html,PARIS 2ème - SENTIER / RUE DU CROISSANT : Beau studio / 2 pièces entièrement meublé en parfait état ! - Ligne directe: 01.44.88.68.68...,40.7,1.0,1480.0,10786.240786240785
154,2,285000,2017-12-30 00:00:00,"23,05",1.0,1.0,http://www.explorimmo.com/annonce-14693983.html,"Quartier Montorgueil, rue des Petits Carreaux 2ème arrondissement. Ligne directe 01 53 00 98 98. Au quatrième étage d'une charmante...",23.05,4.0,990.0,12364.425162689804
155,2,412000,2017-12-28 00:00:00,33,1.0,0.0,http://www.explorimmo.com/annonce-14671097.html,"I@D France - Michel BUGEJA (06 40 84 27 60) vous propose : Joli studio lumineux de 33 M2 environ au 3ème étage, parfaitement agencé....",33.0,3.0,1150.0,12484.848484848484
156,2,412000,2017-12-22 00:00:00,29,1.0,0.0,http://www.explorimmo.com/annonce-14627253.html,I@D France - Michel BUGEJA (06 40 84 27 60) vous propose : Charmant studio d'une superficie de 32m² environ situé au 3ème étage sans...,29.0,3.0,1300.0,14206.896551724138
157,2,640000,2017-12-22 00:00:00,51,2.0,1.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/13809951/,"Rue Montmartre , au 4ème étage sans ascenseur d'un immeuble ancien , un bel appartement d'angle d'une surface de 51m² comprenant :...",51.0,4.0,2000.0,12549.019607843138
158,2,1113402,2017-12-20 00:00:00,106,5.0,3.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/14121995/,APPARTEMENT FAMILIAL AVEC POSSIBILITE DE SCINDER EN 2 LOTS.Atypique: cet appartement de 106 m2 au 3ème étage sans ascenseur avec une...,106.0,3.0,5000.0,10503.792452830188
160,2,395900,2017-12-19 00:00:00,34,1.0,1.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/14587923/,"Equinimo, les commissions les plus faibles du marché, vous propose ce studio de 34m² lumineux au 6ème et dernier étage sans ascenseur...",34.0,4.0,1750.0,11644.117647058823
161,2,399620,2017-12-15 00:00:00,"28,13",1.0,0.0,http://www.explorimmo.com/annonce-14539629.html,"PARIS 2ème - BOURSE - Ligne directe : 01 44 54 50 00 EXCLUSIVITE. Au sein d'une très agréable copropriété, au calme, découvrez ce charmant...",28.13,4.0,1150.0,14206.18556701031
162,2,525000,2017-12-14 00:00:00,"56,01",3.0,2.0,http://www.explorimmo.com/annonce-13411555.html,"Dans un immeuble en copropriété, Rue Saint Denis proche rue du Caire, appartement 3 pièces d'une superficie de 56,01m2 , au 2ème étage...",56.01,2.0,2500.0,9373.326191751474
163,2,460000,2017-12-12 00:00:00,43,2.0,1.0,http://www.explorimmo.com/annonce-14503907.html,"Engel & Völkers vous présente, en exclusivité, cet appartement deux pièces de 43m2 au 6 ème et dernier étage d'un immeuble pierre...",43.0,4.0,1600.0,10697.67441860465
164,2,310000,2017-12-11 00:00:00,"27,03",1.0,1.0,http://www.explorimmo.com/annonce-14497793.html,"Mo Strasbourg St Denis ou Sentier. Dans un immeuble ancien au 3ème étage sans ascenseur, appartement de 27.03m2 loi carrez comprenant...",27.03,3.0,1490.0,11468.738438771734
165,2,3500000,2017-12-07 00:00:00,217,6.0,3.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/14456545/,"Dans un bel immeuble ancien, au 3ème étage avec ascenseur, un appartement lumineux de 217 m² exposé à l'est, en parfait état. Entrée...",217.0,3.0,6680.0,16129.032258064517
166,2,175000,2017-12-06 00:00:00,14,1.0,1.0,http://www.explorimmo.com/annonce-14445293.html,"Situé à proximité de la rue Etienne Marcel au troisième étage d'un immeuble ancien bien entretenu, magnifique studio en parfait état,...",14.0,3.0,754.0,12500.0
167,2,362000,2017-12-02 00:00:00,31,2.0,1.0,http://www.explorimmo.com/annonce-13836559.html,"Coeur Montorgeuil - Rue Saint Sauveur, dans un bel immeuble ancien, 2 pièces de charme plein sud , au 3ème étage de 31 m² au sol et...",31.0,3.0,1371.0,11677.41935483871
168,2,650000,2017-12-01 00:00:00,60,3.0,2.0,http://www.explorimmo.com/annonce-14388645.html,75002 PARIS - APPARTEMENT D'ANGLE - TRES LUMINEUX - TRAVERSANT - CALME -Welmo vous présente cet appartement de 2 pièces (Possibilité...,60.0,4.0,1800.0,10833.333333333334
169,2,1355000,2017-12-01 00:00:00,115,5.0,3.0,http://www.explorimmo.com/annonce-14388643.html,"PARIS II - ETIENNE MARCEL - LUMINEUX - PARQUET, MOULURES CHEMINÉES. Welmo vous présente ce bien situé au coeur de Paris au 4ème étage...",115.0,4.0,3200.0,11782.608695652174
171,2,475000,2017-11-25 00:00:00,50,2.0,1.0,http://www.explorimmo.com/annonce-14135549.html,"PARIS 2 - RUE MONTORGUEIL Au coeur du quartier Montorgueil, au 6ème et dernier étage d'une copropriété de la rue des petits carreaux,...",50.0,4.0,2000.0,9500.0
176,2,3290000,2017-10-24 00:00:00,"160,1",4.0,3.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/13315263/,"Situé sur la place des petits Pères, proche de la Place des Victoires, au 3ème étage avec ascenseur d'un très bel immeuble 17ème siècle...",160.1,3.0,7000.0,20549.65646470956
177,2,1429000,2017-10-20 00:00:00,127,5.0,4.0,http://www.explorimmo.com/annonce-13710531.html,"Quartier Montorgueil, au croisement de la rue de Turbigo et de la rue Etienne Marcel, au quatrième étage d'un bel immeuble haussmannien,...",127.0,4.0,3900.0,11251.968503937007
178,2,2100000,2017-10-11 00:00:00,"196,12",6.0,4.0,http://www.explorimmo.com/annonce-12962951.html,"Au 1er étage d'une très belle copropriété, un bel appartement de réception de 196 m². Il est composé d'un double séjour, de trois chambres...",196.12,1.0,5403.0,10707.729961248215
179,2,1880000,2017-09-28 00:00:00,"100,6",4.0,3.0,http://www.explorimmo.com/annonce-13604981.html,Bel immeuble Ancien réhabilité a la fin des années 90 au 4ème étage avec ascenseur;entrée ouvrant sur séjour de 33m² avec 5 fenêtres...,100.6,4.0,5500.0,18687.872763419484
180,2,890000,2017-09-23 00:00:00,90,4.0,3.0,http://www.explorimmo.com/annonce-13538625.html,"GRANDS BOULEVARDS - A deux pas du métro BONNE NOUVELLE et de nombreux commerces, appartement de 90m² comprenant une entrée, un séjour...",90.0,1.0,3500.0,9888.888888888889
181,2,1790000,2017-09-20 00:00:00,"121,05",5.0,2.0,http://www.explorimmo.com/annonce-13489509.html,"PARIS 2ème : OPERA - PALAIS ROYAL - LIGNE DIRECTE 01 40 20 93 95 - Au 5ème et dernier étage avec ascenseur, un appartement de 5 pièces...",121.05,4.0,4122.0,14787.277984304006
182,2,235400,2017-08-05 00:00:00,"18,54",1.0,1.0,http://www.explorimmo.com/annonce-12986429.html,Au Quatrième étage d'un immeuble correct au coeur d'un quartier recherché. Charmant Studio calme et lumineux. Double exposition. Travaux...,18.54,4.0,768.0,12696.871628910465
183,2,1575000,2017-07-13 00:00:00,"92,4",3.0,2.0,http://www.explorimmo.com/annonce-12624437.html,"Au cœur de Montorgueil et au calme d'une rue secondaire, appartement de caractère parfaitement traversant et ensoleillé. Distribué...",92.4,1.0,5500.0,17045.454545454544
184,2,580000,2017-06-27 00:00:00,43,3.0,1.0,http://www.explorimmo.com/annonce-11919448.html,"A proximité de la rue Montorgeuil , duplex d'une superficie de 43 m2 carrez avec une terrasse de 6 m2. Ce lieu, dans un esprit petite...",43.0,1.0,1700.0,13488.372093023256
185,2,629000,2017-05-03 00:00:00,50,3.0,2.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/12087054/,"**Quatre-Septembre / rue de la Michodière** A proximité de l'Opéra, au 4ème étage avec ascenseur d'une copropriété refaite à neuf,...",50.0,4.0,2554.0,12580.0
188,3,380000,2018-01-27,30,1.0,0.0,http://www.explorimmo.com/annonce-15031991.html,IIIe Rambuteau - Etienne Marcel: Rue Quincampoix. Adorable studio bis de 30m² en très bon état. Au 2e étage d'un immeuble XVIIIe de...,30.0,2.0,1050.0,12666.666666666666
189,3,895000,2018-01-27,50,2.0,1.0,http://www.explorimmo.com/annonce-15031925.html,MARAIS Face au MUSEE PICASSO. A visiter beaucoup de charme.Dans un bel immeuble directoire ravalé et rénové .Superbe appartement...,50.0,1.0,2250.0,17900.0
190,3,380000,2018-01-27,32,2.0,1.0,http://www.explorimmo.com/annonce-15031057.html,"Dans un bel immeuble, appartement de deux pièces au 4ème étage se composant d'un séjour avec cuisine ouverte, une chambre, une salle...",32.0,4.0,1480.0,11875.0
191,3,2435000,2018-01-27,179,6.0,3.0,http://www.explorimmo.com/annonce-15031017.html,Paris 3ème. Bd du Temple. Très bel Immeuble en Pierre de Taille de standing. 4ème étage ascenseur. Appartement 6 piéces de 179m² avec...,179.0,4.0,5500.0,13603.351955307262
192,3,560000,2018-01-25,"51,6",2.0,1.0,http://www.explorimmo.com/annonce-14067277.html,"Paris 3ème - RUE AUX OURS - Ligne directe 01 44 54 50 00 - Niché au coeur de Paris, à deux pas de Beaubourg et du Marais, bel appartement...",51.6,3.0,2400.0,10852.713178294573
193,3,660000,2018-01-25,51,3.0,2.0,http://www.explorimmo.com/annonce-15015689.html,Proprioo propose à la vente un appartement de 3 pieces d'une superficie de 51.14 m² carrez localisé rue Saint Martin.Situé au 6eme...,51.0,4.0,2554.0,12941.176470588236
194,3,920000,2018-01-25,68,2.0,1.0,http://www.explorimmo.com/annonce-15014743.html,"A proximité immédiate de la rue de Bretagne, au 2ème étage sans ascenseur d'une très jolie copropriété avec cour arborée, très bel...",68.0,2.0,2500.0,13529.411764705883
195,3,420000,2018-01-25,30,2.0,1.0,http://www.explorimmo.com/annonce-15014099.html,"75003 Paris Marais Carreau du Temple. Dans un bel immeuble au cœur du Marais recherché, un charmant appartement de 30m² situé au 2ème...",30.0,2.0,1052.0,14000.0
196,3,420000,2018-01-25,30,2.0,1.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/15013273/,"75003 Paris Marais Carreau du Temple. Dans un bel immeuble au cœur du Marais recherché, un charmant appartement de 30m² situé au 2ème...",30.0,2.0,1052.0,14000.0
197,3,1085000,2018-01-25,77,4.0,3.0,http://www.explorimmo.com/annonce-15011695.html,"Situé aux derniers étages (5ème et 6ème), charmant duplex de 96m2 au sol (59m2 LC), composé au 1er niveau d'un séjour avec vue dégagée,...",77.0,4.0,2850.0,14090.90909090909
198,3,890000,2018-01-25,"59,27",2.0,1.0,http://www.explorimmo.com/annonce-14146283.html,"A 30m de la rue de Bretagne, ce duplex au dernier étage est à rénover. Il se compose de 2 niveaux, et bénéfice de la jouissance d'un...",59.27,4.0,1890.0,15016.028344862492
199,3,1890000,2018-01-24,110,4.0,3.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/14997009/,"Le cœur du marais, l'un des rares quartiers où le patrimoine architectural a été épargné par les grandes percées haussmanniennes. Il...",110.0,1.0,3750.0,17181.81818181818
